level_1,level_2,level_3,level_4,level_3_final,level_4_final,agency,agency_name,agency_display,agency_display_abbreviation,bureau,bureau_citation_display,bureau_display,bureau_display_abbreviation,program,value
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Midewin National Tallgrass Prairie Rental Fees,-1376696.8329999999
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,"Charges, User Fees, and Natural Resource Utilization, Land between the Lakes, Forest Service",-16520361.990000002
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Administration of Rights-of-way and Other Land Uses,-2753393.665
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,"Funds Retained, Stewardship Contracting Product Sales",-34417420.81
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,National Grasslands,-4130090.4979999997
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Forest Service Cooperative Fund,-121149321.3
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,"Miscellaneous Special Funds, Forest Service",-154190045.2
Spending,Other,Rural Housing,,Rural Housing,,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,"Rural Housing Insurance, Negative Subsidies",-88108597.29
Spending,Other,Rural Housing,,Rural Housing,,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,"Rural Housing Insurance, Downward Reestimates of Subsidies",-812251131.1999999
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Economic Research Service,Economic Research Service,Economic Research Service,ERS,Economic Research Service,310537313.4
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Executive Operations,US Department of Agriculture,Department of Agriculture,USDA,Nonrecurring Expenses Fund,23887485.65
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Executive Operations,US Department of Agriculture,Department of Agriculture,USDA,Working Capital Fund,-2985935.7060000002
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Executive Operations,US Department of Agriculture,Department of Agriculture,USDA,Executive Operations,806202640.6
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Executive Operations,US Department of Agriculture,Department of Agriculture,USDA,Executive Operations,23887485.65
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Farm Production and Conservation,Farm Production and Conservation Business Center,Farm Production and Conservation Business Center,,Farm Production and Conservation Business Center,731554248.0
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Farm Production and Conservation,Farm Production and Conservation Business Center,Farm Production and Conservation Business Center,,Farm Production and Conservation Business Center,179156142.4
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Farm Service Agency,Farm Service Agency,Farm Service Agency,FSA,Salaries and Expenses,1264091616.0
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Farm Service Agency,Farm Service Agency,Farm Service Agency,FSA,Assistance for Farmers and Ranchers Account,137152224.79999998
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Farm Service Agency,Farm Service Agency,Farm Service Agency,FSA,Agricultural Credit Insurance Fund Program Account,235412413.8
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Farm Service Agency,Farm Service Agency,Farm Service Agency,FSA,Agricultural Credit Insurance Fund Program Account,1385691034.0
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Farm Service Agency,Farm Service Agency,Farm Service Agency,FSA,Commodity Credit Corporation Export Loans Program Account,4529106.313
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Farm Service Agency,Farm Service Agency,Farm Service Agency,FSA,Commodity Credit Corporation Export Loans Program Account,22645531.57
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Farm Service Agency,Farm Service Agency,Farm Service Agency,FSA,USDA Supplemental Assistance,4000000.0
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Farm Service Agency,Farm Service Agency,Farm Service Agency,FSA,Farm Storage Facility Loans Program Account,7367681.499
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Farm Service Agency,Farm Service Agency,Farm Service Agency,FSA,Agricultural Credit Insurance Fund Liquidating Account,-88808275.86
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Farm Service Agency,Farm Service Agency,Farm Service Agency,FSA,Commodity Credit Corporation Fund,1431197595.0
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Farm Service Agency,Farm Service Agency,Farm Service Agency,FSA,Commodity Credit Corporation Fund,4065627767.0
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Farm Service Agency,Farm Service Agency,Farm Service Agency,FSA,Pima Agriculture Cotton Trust Fund,8501170.959999999
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Farm Service Agency,Farm Service Agency,Farm Service Agency,FSA,Agriculture Wool Apparel Manufacturers Trust Fund,12468384.07
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Farm Service Agency,Farm Service Agency,Farm Service Agency,FSA,Tobacco Trust Fund,9000000.0
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Food Safety and Inspection Service,Food Safety and Inspection Service,Food Safety and Inspection Service,FSIS,"Expenses and Refunds, Inspection and Grading of Farm Products",17520264.68
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Foreign Agricultural Service,Foreign Agricultural Service,Foreign Agricultural Service,FAS,Public Law 480 Title I Direct Credit and Food for Progress Program Account,7015280.899
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Foreign Agricultural Service,Foreign Agricultural Service,Foreign Agricultural Service,FAS,Salaries and Expenses,145407640.4
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Forest Service,Forest Service,Forest Service,FS,Capital Improvement and Maintenance,299000000.0
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Forest Service,Forest Service,Forest Service,FS,Forest and Rangeland Research,359927475.6
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Forest Service,Forest Service,Forest Service,FS,"State, Private and Tribal Forestry",13285913.53
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Forest Service,Forest Service,Forest Service,FS,"State, Private and Tribal Forestry",59182705.72
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Forest Service,Forest Service,Forest Service,FS,National Forest System,2552335329.0
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Forest Service,Forest Service,Forest Service,FS,National Forest System,7664670.659
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Forest Service,Forest Service,Forest Service,FS,Wildland Fire Management,5136864039.0
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Forest Service,Forest Service,Forest Service,FS,Wildland Fire Management,101135961.4
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Forest Service,Forest Service,Forest Service,FS,Forest Service Operations,1507347280.0
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Forest Service,Forest Service,Forest Service,FS,Working Capital Fund,-91793584.38
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Forest Service,Forest Service,Forest Service,FS,Range Betterment Fund,2415620.642
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Forest Service,Forest Service,Forest Service,FS,Stewardship Contracting Product Sales,28987447.7
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Forest Service,Forest Service,Forest Service,FS,National Parks and Public Land Legacy Restoration Fund,161846583.0
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Forest Service,Forest Service,Forest Service,FS,Forest Service Permanent Appropriations,91150278.29
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Forest Service,Forest Service,Forest Service,FS,Forest Service Permanent Appropriations,129755102.0
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Forest Service,Forest Service,Forest Service,FS,Land Acquisition,15701534.17
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Forest Service,Forest Service,Forest Service,FS,Land Acquisition,86962343.1
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Forest Service,Forest Service,Forest Service,FS,Forest Service Trust Funds,113534170.19999999
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,National Agricultural Statistics Service,National Agricultural Statistics Service,National Agricultural Statistics Service,,National Agricultural Statistics Service,588229334.1
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,National Institute of Food and Agriculture,National Institute of Food and Agriculture,National Institute of Food and Agriculture,,Extension Activities,109929146.5
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,National Institute of Food and Agriculture,National Institute of Food and Agriculture,National Institute of Food and Agriculture,,Extension Activities,108901771.3
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,National Institute of Food and Agriculture,National Institute of Food and Agriculture,National Institute of Food and Agriculture,,Research and Education Activities,651193449.3
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,National Institute of Food and Agriculture,National Institute of Food and Agriculture,National Institute of Food and Agriculture,,Research and Education Activities,19934493.35
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,National Institute of Food and Agriculture,National Institute of Food and Agriculture,National Institute of Food and Agriculture,,Integrated Activities,43000000.0
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,National Institute of Food and Agriculture,National Institute of Food and Agriculture,National Institute of Food and Agriculture,,Integrated Activities,103641025.6
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,National Institute of Food and Agriculture,National Institute of Food and Agriculture,National Institute of Food and Agriculture,,Emergency Citrus Disease Research and Development Trust Fund,24256410.26
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Emergency Watershed Protection,146304801.70000002
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Private Lands Conservation Operations,1034813441.0
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Private Lands Conservation Operations,107186558.5
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Watershed Rehabilitation Program,-914405.0104
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Watershed Rehabilitation Program,16459290.19
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Farm Security and Rural Investment Programs,5847787.081
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Farm Security and Rural Investment Programs,3905152213.0
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Watershed and Flood Prevention Operations,95098121.09
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Watershed and Flood Prevention Operations,27432150.310000002
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Water Bank Program,3657620.042
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Natural Resources Conservation Service,Natural Resources Conservation Service,Natural Resources Conservation Service,,Damage Assessment and Restoration Revolving Fund,4572025.052
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Office of Inspector General,Office of Inspector General,Office of Inspector General,,Office of Inspector General,337410734.79999995
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Office of the Secretary,Office of the Secretary,Office of the Secretary,,Food Supply Chain and Agriculture Pandemic Response Program Account,644962112.5
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Office of the Secretary,Office of the Secretary,Office of the Secretary,,Office of the Secretary,2388748565.0
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Office of the Secretary,Office of the Secretary,Office of the Secretary,,Office of the Secretary,3251683984.0
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Risk Management Agency,Risk Management Agency,Risk Management Agency,,RMA Salaries and Expenses,77000000.0
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Risk Management Agency,Risk Management Agency,Risk Management Agency,,Federal Crop Insurance Corporation Fund,9767407713.0
Spending,Other,Sustainability and Self-Sufficiency,Agriculture,Sustainability and Self-Sufficiency,Agriculture,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Rural Business-Cooperative Service,Rural Business-Cooperative Service,Rural Business-Cooperative Service,,Healthy Foods Financing Initiative,5971871.4120000005
Spending,Other,Rural Housing,,Rural Housing,,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Rural Housing Service,Rural Housing Service,Rural Housing Service,,Rural Housing Insurance Fund Program Account,864266666.6999999
Spending,Other,Rural Housing,,Rural Housing,,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Rural Housing Service,Rural Housing Service,Rural Housing Service,,Rural Housing Insurance Fund Program Account,502133333.3
Spending,Other,Rural Housing,,Rural Housing,,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Rural Housing Service,Rural Housing Service,Rural Housing Service,,Rural Housing Insurance Fund Liquidating Account,-675733333.3000001
Spending,Other,Sustainability and Self-Sufficiency,Energy,Sustainability and Self-Sufficiency,Energy,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Rural Utilities Service,Rural Utilities Service,Rural Utilities Service,,Rural Electrification and Telecommunications Loans Program Account,8190604.027000001
Spending,Other,Sustainability and Self-Sufficiency,Energy,Sustainability and Self-Sufficiency,Energy,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Rural Utilities Service,Rural Utilities Service,Rural Utilities Service,,Rural Electrification and Telecommunications Loans Program Account,274840268.5
Spending,Other,Sustainability and Self-Sufficiency,Energy,Sustainability and Self-Sufficiency,Energy,Department of Agriculture,US Department of Agriculture,Department of Agriculture,USDA,Rural Utilities Service,Rural Utilities Service,Rural Utilities Service,,Rural Electrification and Telecommunications Liquidating Account,55741610.739999995
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Homeland Security,US Department of Homeland Security,Department of Homeland Security,DHS,Department of Homeland Security,US Department of Homeland Security,Department of Homeland Security,DHS,"Recoveries, Oil Spill Liability Trust Fund",-99575253.92
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Homeland Security,US Department of Homeland Security,Department of Homeland Security,DHS,United States Coast Guard,US Coast Guard,Coast Guard,USCG,Operations and Support,25823968.819999997
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Homeland Security,US Department of Homeland Security,Department of Homeland Security,DHS,United States Coast Guard,US Coast Guard,Coast Guard,USCG,Environmental Compliance and Restoration,3227996.103
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Homeland Security,US Department of Homeland Security,Department of Homeland Security,DHS,United States Coast Guard,US Coast Guard,Coast Guard,USCG,Trust Fund Share of Expenses,96839883.08
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Department of Homeland Security,US Department of Homeland Security,Department of Homeland Security,DHS,United States Coast Guard,US Coast Guard,Coast Guard,USCG,Maritime Oil Spill Programs,74243910.36
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Other Defense--Civil Programs,US Department of Defense,Department of Defense,DOD,"Forest and Wildlife Conservation, Military Reservations",US Department of Defense,Department of Defense,DOD,"Sales of Hunting and Fishing Permits, Military Reservations",-6192307.692000001
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Corps of Engineers--Civil Works,US Department of Defense,Department of Defense,DOD,Corps of Engineers--Civil Works,US Army Corps of Engineers,Army Corps of Engineers,,Mississippi River and Tributaries,756925269.1999999
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Corps of Engineers--Civil Works,US Department of Defense,Department of Defense,DOD,Corps of Engineers--Civil Works,US Army Corps of Engineers,Army Corps of Engineers,,Investigations,201915769.5
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Corps of Engineers--Civil Works,US Department of Defense,Department of Defense,DOD,Corps of Engineers--Civil Works,US Army Corps of Engineers,Army Corps of Engineers,,Construction,3996807566.0
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Corps of Engineers--Civil Works,US Department of Defense,Department of Defense,DOD,Corps of Engineers--Civil Works,US Army Corps of Engineers,Army Corps of Engineers,,Operation and Maintenance,2815000000.0
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Corps of Engineers--Civil Works,US Department of Defense,Department of Defense,DOD,Corps of Engineers--Civil Works,US Army Corps of Engineers,Army Corps of Engineers,,Expenses,257830905.6
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Corps of Engineers--Civil Works,US Department of Defense,Department of Defense,DOD,Corps of Engineers--Civil Works,US Army Corps of Engineers,Army Corps of Engineers,,Flood Control and Coastal Emergencies,478000000.0
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Corps of Engineers--Civil Works,US Department of Defense,Department of Defense,DOD,Corps of Engineers--Civil Works,US Army Corps of Engineers,Army Corps of Engineers,,Regulatory Program,255759974.7
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Corps of Engineers--Civil Works,US Department of Defense,Department of Defense,DOD,Corps of Engineers--Civil Works,US Army Corps of Engineers,Army Corps of Engineers,,Washington Aqueduct,-78695376.82000001
Spending,Other,Sustainability and Self-Sufficiency,Environment and Natural Resources,Sustainability and Self-Sufficiency,Environment and Natural Resources,Corps of Engineers--Civil Works,US Department of Defense,Department of Defense,DOD,Corps of Engineers--Civil Works,US Army Corps of Engineers,Army Corps of Engineers,,Office of the Assistant Secretary of the Army for Civil Works,6212792.907
